43,BEVERAGES,3265.7001112233443
24,PRODUCE,3260.3732082192228
53,GROCERY I,3243.2871369543623
12,GROCERY I,3183.306425705583
40,BEVERAGES,3131.7285724034296
15,GROCERY I,3075.155302157404
13,GROCERY I,2964.2148316581556
2,BEVERAGES,2909.2497271741413
28,BEVERAGES,2877.3359840050907
1,BEVERAGES,2864.4651748451047
39,PRODUCE,2832.2749300985965
44,FROZEN FOODS,2772.415873205287
39,BEVERAGES,2755.4972073210874
14,GROCERY I,2750.0442766302094
34,BEVERAGES,2706.3075796693074
29,BEVERAGES,2698.9484585056907
27,BEVERAGES,2696.291280365196
26,BEVERAGES,2663.9064750398143
44,CLEANING,2582.4100812331176
44,DAIRY,2572.1016365922933
10,GROCERY I,2540.402397304014
37,PRODUCE,2533.0393764484884
28,PRODUCE,2527.9553643780973
36,PRODUCE,2520.608937864563
47,CLEANING,2484.4727493157857
23,GROCERY I,2478.514230765863
6,PRODUCE,2467.8073906755058
46,PRODUCE,2460.704609695911
49,DAIRY,2441.92915629741
29,PRODUCE,2430.863085141793
37,BEVERAGES,2395.5070927547304
50,PRODUCE,2393.891838288478
47,DAIRY,2382.0302968817036
30,GROCERY I,2379.294121674959
31,PRODUCE,2373.7608304058194
4,BEVERAGES,2364.430682888114
45,CLEANING,2341.242306636867
27,PRODUCE,2287.7259518729784
2,PRODUCE,2287.475388959105
22,GROCERY I,2260.7611657517614
1,PRODUCE,2258.919569523486
19,BEVERAGES,2243.782468212662
31,BEVERAGES,2236.1998840502715
42,BEVERAGES,2236.1859129906516
49,CLEANING,2207.1990133791714
18,PRODUCE,2198.403644642942
3,DAIRY,2196.839268207585
4,PRODUCE,2167.8954671455313
53,BEVERAGES,2129.1224663543376
36,BEVERAGES,2106.608168125494
45,DAIRY,2103.904967145927
54,BEVERAGES,2043.5892365329473
42,PRODUCE,2041.385022668343
11,PRODUCE,2024.7664105482543
17,PRODUCE,1976.4237632169418
3,CLEANING,1962.4948283971778
41,BEVERAGES,1955.600622687268
48,CLEANING,1951.9134153473583
21,BEVERAGES,1936.5532637245055
38,BEVERAGES,1930.2034140571388
12,BEVERAGES,1918.9493368651138
33,PRODUCE,1904.9332332527397
46,CLEANING,1837.9944089142962
5,BEVERAGES,1830.836550475056
18,BEVERAGES,1798.4456208472268
48,PRODUCE,1767.5067033737726
11,CLEANING,1738.352359158364
41,PRODUCE,1735.614896638293
16,BEVERAGES,1716.3536602824634
13,BEVERAGES,1691.2979441366278
40,PRODUCE,1655.1349186514637
9,CLEANING,1649.5449740300114
33,BEVERAGES,1636.1924669445407
7,DAIRY,1620.3067547013711
15,BEVERAGES,1610.6119331022062
35,GROCERY I,1601.313022379142
25,GROCERY I,1599.5279989671674
53,PRODUCE,1597.0149412640953
8,DAIRY,1591.5395931744395
21,PRODUCE,1591.5331327873553
51,DAIRY,1585.6410085679868
45,FROZEN FOODS,1584.7101250997634
44,BREAD/BAKERY,1555.0052838492084
23,BEVERAGES,1533.355935727406
51,CLEANING,1530.1823338929657
38,PRODUCE,1529.003508455722
3,FROZEN FOODS,1526.0347542113905
35,BEVERAGES,1524.316738050815
32,GROCERY I,1520.409778375589
50,CLEANING,1515.4460559987112
43,PRODUCE,1511.4256731799885
20,PRODUCE,1501.9216717503728
30,BEVERAGES,1493.5591306579747
40,CLEANING,1468.3077974746047
49,BREAD/BAKERY,1452.6063352691208
24,DAIRY,1443.3508540735083
25,BEVERAGES,1325.0792904573461
8,CLEANING,1314.2786319343954
5,PRODUCE,1276.3214432271625
26,PERSONAL CARE,1242.758758276715
6,CLEANING,1237.4929743684856
9,POULTRY,1235.154211047875
46,DAIRY,1231.537773333826
49,POULTRY,1230.3554935812322
48,FROZEN FOODS,1226.1497437218834
9,PRODUCE,1216.4231588409948
24,CLEANING,1214.818843561525
7,CLEANING,1206.4485051752256
14,BEVERAGES,1203.093225384328
3,BREAD/BAKERY,1201.885903210468
23,PRODUCE,1198.44466032232
34,PRODUCE,1198.1050034944842
31,CLEANING,1191.1404095922453
46,FROZEN FOODS,1187.3749032860453
47,POULTRY,1172.926906463593
45,BREAD/BAKERY,1149.333872171452
48,DAIRY,1143.741991747811
22,BEVERAGES,1140.1577077154523
44,POULTRY,1135.6643373412035
50,DAIRY,1122.906565860637
39,CLEANING,1122.7344621882073
47,BREAD/BAKERY,1114.7046410274484
45,POULTRY,1099.975063852337
17,CLEANING,1094.5715068345648
54,CLEANING,1082.4382858802207
14,CLEANING,1080.0203482089512
30,PRODUCE,1060.9525345833529
41,CLEANING,1059.5971064738872
3,POULTRY,1056.8177267650788
10,BEVERAGES,1042.9302182668898
6,DAIRY,1014.7584316673607
28,CLEANING,1006.0446948610333
37,DAIRY,1005.7805800125262
50,FROZEN FOODS,999.8329862677339
20,CLEANING,976.8599783203076
25,PRODUCE,963.0392234060457
37,CLEANING,959.6979145498826
45,MEATS,956.475598657576
53,CLEANING,955.1459442809363
7,FROZEN FOODS,946.7448307968405
15,PRODUCE,936.4124796588617
1,CLEANING,916.2890623660911
2,CLEANING,915.0574632053258
15,CLEANING,914.969248156575
21,CLEANING,907.3287429776551
43,CLEANING,906.1955191712958
27,DAIRY,905.3512094333234
23,MEATS,903.5067557388381
8,BREAD/BAKERY,898.3176819651826
49,FROZEN FOODS,895.0945315664287
7,BREAD/BAKERY,895.0391350237111
5,CLEANING,893.2034212418256
8,FROZEN FOODS,888.3328087123984
51,BREAD/BAKERY,867.1599954228204
32,BEVERAGES,853.1257923584141
2,DAIRY,849.2164114168627
42,DAIRY,845.9234983411827
16,PRODUCE,842.6558980192376
19,CLEANING,840.9601594127299
46,MEATS,832.3948215923976
9,DAIRY,823.501928121219
1,DAIRY,821.9058379667981
47,FROZEN FOODS,814.3718321708716
46,POULTRY,809.6177806047139
47,MEATS,807.8280122237206
27,CLEANING,795.4181877852388
33,CLEANING,793.384957822001
4,DAIRY,791.8397503693193
44,MEATS,789.0601810095175
47,PERSONAL CARE,787.9115389056568
24,BREAD/BAKERY,779.5854908306977
13,CLEANING,777.3674147393934
51,POULTRY,776.1916273960993
36,CLEANING,773.3207692156668
29,CLEANING,772.103925566452
46,DELI,768.9736397667689
49,MEATS,766.5054228429742
4,CLEANING,765.8794374117621
38,DAIRY,761.5731141421793
28,DAIRY,761.3135695396282
46,PERSONAL CARE,749.1371059705122
38,CLEANING,746.6160367852593
7,POULTRY,733.7263333345137
12,CLEANING,727.101645055495
1,FROZEN FOODS,724.8526716758834
34,CLEANING,722.8260251740652
48,BREAD/BAKERY,711.4442367832615
17,DAIRY,703.1025939322114
29,DAIRY,701.4922633044432
39,BREAD/BAKERY,692.2927156464458
39,DAIRY,690.8168567690582
48,MEATS,688.991279251385
46,BREAD/BAKERY,679.8694480549352
41,DAIRY,679.8493903765859
48,PERSONAL CARE,679.0775849417394
45,DELI,654.9897575004499
47,DELI,645.459993890754
48,POULTRY,643.2500987854664
31,DAIRY,641.7331692252135
24,FROZEN FOODS,640.271473714926
40,DAIRY,637.9970852918162
3,MEATS,637.5219763335429
42,CLEANING,636.8474076913863
35,PRODUCE,633.2921519698475
8,POULTRY,621.5913572847696
27,BREAD/BAKERY,617.9230912761789
6,BREAD/BAKERY,611.4180009482388
50,BREAD/BAKERY,608.2861014113249
34,DAIRY,607.4817199684053
18,DAIRY,606.9327738534678
20,DAIRY,600.0842139743485
6,POULTRY,599.0222647147984
47,HOME CARE,596.6842273233508
49,PERSONAL CARE,588.2424947183424
44,DELI,585.9482166157402
16,CLEANING,583.892085422504
2,BREAD/BAKERY,581.1307002987645
51,FROZEN FOODS,578.1912053595239
45,PERSONAL CARE,578.1054819237555
43,DAIRY,577.3004946926361
36,DAIRY,572.2472644077753
10,CLEANING,569.3575791259246
18,BREAD/BAKERY,567.6313030249183
46,HOME CARE,563.6522791722052
3,PERSONAL CARE,559.5470081909824
15,FROZEN FOODS,559.4441367246679
48,DELI,558.590268242575
9,DELI,549.912047031826
51,MEATS,549.7649536712069
9,BREAD/BAKERY,549.0238002758027
41,FROZEN FOODS,548.9018521705599
5,DAIRY,547.6727281204912
34,BREAD/BAKERY,540.8526468340646
37,BREAD/BAKERY,537.6906164172852
24,POULTRY,537.4386436538202
11,POULTRY,534.337670645192
23,CLEANING,532.5704009107978
19,PRODUCE,528.1438553614507
53,DAIRY,525.2301929777799
44,EGGS,521.6508084334425
11,DAIRY,514.5019753086951
44,PERSONAL CARE,513.3285766737688
11,BREAD/BAKERY,510.5723374984549
20,DELI,509.9652786965297
21,DAIRY,507.2827382569688
2,FROZEN FOODS,505.4567705995263
50,PERSONAL CARE,498.32856145150714
49,EGGS,498.2702151894327
44,HOME CARE,496.67158656556745
37,FROZEN FOODS,495.3209370472997
29,BREAD/BAKERY,492.65117607615423
48,HOME CARE,491.5226332756107
50,DELI,490.81936503635916
54,PRODUCE,489.1092893812479
7,MEATS,487.1561189170641
11,MEATS,483.4560948415751
19,FROZEN FOODS,482.87177450956733
49,HOME CARE,478.13204307126085
43,BREAD/BAKERY,476.1600809024153
23,DAIRY,472.25995142988637
45,HOME CARE,471.1389833328578
14,DAIRY,470.94676683907875
22,CLEANING,469.00366919656807
22,PRODUCE,467.39656242208525
50,MEATS,465.58964557218485
28,BREAD/BAKERY,462.5605349958542
3,EGGS,461.4412207159288
30,CLEANING,459.5423168720079
6,FROZEN FOODS,459.3566513515737
31,BREAD/BAKERY,455.3198423842955
3,HOME CARE,447.8778562506308
9,PERSONAL CARE,447.2416421100443
38,BREAD/BAKERY,445.6720321921031
44,PREPARED FOODS,445.3493044906577
14,PRODUCE,440.979375438427
11,DELI,437.72497406409076
49,DELI,434.6210149634816
12,DAIRY,430.23789747336696
53,POULTRY,430.0674668084645
1,BREAD/BAKERY,427.75784696423403
42,BREAD/BAKERY,426.2380618754674
2,MEATS,423.5553784118616
2,POULTRY,423.18811292897317
32,CLEANING,422.08417198586613
39,PERSONAL CARE,417.12039775715505
25,DAIRY,416.03300485037266
26,PRODUCE,408.5276910593404
53,BREAD/BAKERY,408.19225027674565
6,MEATS,405.20729102952384
8,MEATS,400.7338290726774
41,BREAD/BAKERY,400.25282230664124
50,POULTRY,399.6860334147505
4,POULTRY,398.6733679583984
35,CLEANING,398.2410548275323
18,CLEANING,397.9535191275168
12,PRODUCE,395.2640331358659
33,DAIRY,392.4242986411306
4,BREAD/BAKERY,384.7978876300386
17,DELI,384.3687703760486
36,BREAD/BAKERY,382.8497848167987
11,PERSONAL CARE,379.8373202560769
21,BREAD/BAKERY,379.7975012079676
39,EGGS,379.4776723069158
50,HOME CARE,378.74485354507425
11,HOME CARE,376.610844100618
23,FROZEN FOODS,372.52241074583856
8,HOME CARE,371.98690765877916
24,MEATS,370.34388185113096
15,DAIRY,369.6112244876863
4,FROZEN FOODS,364.0884494739618
44,LIQUOR WINE BEER,362.96068943143354
6,DELI,362.71871606694623
28,PERSONAL CARE,362.389871971043
9,HOME CARE,357.95577765878784
5,BREAD/BAKERY,357.0670552324974
3,PREPARED FOODS,352.3807699260755
23,POULTRY,349.72674582390243
9,MEATS,348.3510662158824
49,PREPARED FOODS,343.3810100387228
45,EGGS,341.4537031214966
20,BREAD/BAKERY,338.2699202914886
47,EGGS,336.62838640124875
17,BREAD/BAKERY,336.3625872622189
27,POULTRY,336.24165441852034
7,EGGS,333.76353333786534
8,PERSONAL CARE,331.2453356168467
26,CLEANING,329.885738180125
3,DELI,327.7096598694815
28,DELI,319.54248059872907
25,FROZEN FOODS,317.9872558807995
51,HOME CARE,317.5039713112901
6,PERSONAL CARE,317.2794352533824
25,CLEANING,315.20747567030986
51,EGGS,311.14473339066274
40,BREAD/BAKERY,310.45255650768667
8,DELI,309.07483596488913
49,LIQUOR WINE BEER,308.2570367836487
39,MEATS,306.02684190932035
14,MEATS,305.7632239101871
47,PREPARED FOODS,305.2158137575209
38,FROZEN FOODS,304.6016722109692
1,POULTRY,304.5156593095049
45,LIQUOR WINE BEER,303.76063821561735
24,PERSONAL CARE,301.94827010976263
40,PERSONAL CARE,300.00030118525035
24,DELI,297.90310595933465
8,EGGS,296.2952835513709
32,PRODUCE,295.4175729803661
38,PERSONAL CARE,294.0522379123157
10,PRODUCE,293.78211483299054
45,PREPARED FOODS,293.1932245091164
47,LIQUOR WINE BEER,290.264283401241
40,HOME CARE,288.9918367901185
51,PERSONAL CARE,285.77261952131096
14,PERSONAL CARE,285.6117141391475
7,PERSONAL CARE,281.99167227448413
54,DAIRY,281.3605291728738
20,PERSONAL CARE,280.8257412409244
1,MEATS,280.77875320929013
6,HOME CARE,280.6428371944685
19,DAIRY,278.9802794529752
26,FROZEN FOODS,278.6964862164455
22,FROZEN FOODS,275.81306799085763
19,DELI,274.8288327601434
17,POULTRY,274.77078105514363
3,LIQUOR WINE BEER,273.9132176722271
30,DAIRY,271.8805510196557
15,DELI,271.4428335845338
14,FROZEN FOODS,268.3578934129321
51,DELI,267.4580970682289
4,MEATS,265.74500643161076
14,DELI,264.8692371693774
31,MEATS,264.5121266679581
24,HOME CARE,263.6502403062362
40,DELI,263.32228234159044
34,PERSONAL CARE,261.46162809566033
27,DELI,261.3038598422881
25,BREAD/BAKERY,257.28287975533465
33,MEATS,256.1693574997128
17,HOME CARE,255.7476656552353
9,EGGS,255.45107576330884
29,DELI,253.49601781986
37,POULTRY,252.6080640336302
10,DAIRY,250.9949899703702
37,HOME CARE,250.19556134657446
5,FROZEN FOODS,248.82144527821876
23,BREAD/BAKERY,246.66632773799097
41,PERSONAL CARE,245.80376187462994
9,FROZEN FOODS,244.4811119291488
17,EGGS,244.2600875694704
43,DELI,244.08985673463948
7,HOME CARE,243.2064249149316
10,DELI,242.1289419964164
2,DELI,241.86573295785996
53,DELI,240.1484012991188
42,FROZEN FOODS,238.40716948747794
18,LIQUOR WINE BEER,237.84221956369058
5,PERSONAL CARE,237.51633035223324
27,MEATS,237.3147327673814
53,PERSONAL CARE,236.89894205905165
13,BREAD/BAKERY,236.34960591003397
26,DAIRY,234.90492872129585
54,BREAD/BAKERY,234.81180844387305
28,EGGS,233.68723425259716
2,PERSONAL CARE,233.06052677740118
12,DELI,232.50211764616995
37,PERSONAL CARE,231.41982063023514
42,POULTRY,230.61300507450554
31,FROZEN FOODS,230.0614328388714
21,DELI,228.86525930133635
39,HOME CARE,228.7345780364126
20,POULTRY,228.20440978923105
31,EGGS,227.8264222450079
22,DAIRY,227.2496579416933
31,PERSONAL CARE,225.41566555141833
17,FROZEN FOODS,225.36370420099627
21,HOME CARE,224.82950898754152
41,DELI,223.75646827243423
13,DAIRY,222.81470104220938
40,FROZEN FOODS,221.46364318104668
17,PERSONAL CARE,220.25314725918707
4,PERSONAL CARE,220.0594848595862
31,DELI,219.26774890865437
2,HOME CARE,217.72035678216557
27,PERSONAL CARE,214.95384284580558
16,LIQUOR WINE BEER,213.8543859412552
36,HOME AND KITCHEN I,213.20909640522495
28,MEATS,213.16669145789035
31,HOME CARE,212.61687067692603
54,HOME CARE,212.32566378849916
54,DELI,210.11789027947054
17,MEATS,208.9826574593543
29,PERSONAL CARE,208.1805102126275
20,MEATS,208.082992762279
13,PRODUCE,207.4141780267847
28,HOME CARE,206.46636052090543
53,MEATS,206.07676894192082
21,PERSONAL CARE,204.83569109823253
33,BREAD/BAKERY,204.72915233347535
36,MEATS,204.0466698674738
43,PERSONAL CARE,203.69936219134078
28,FROZEN FOODS,202.95969757382485
34,DELI,202.8662157842676
20,HOME CARE,202.78544267859908
53,HOME CARE,202.41018736593563
5,POULTRY,197.90697126965298
53,FROZEN FOODS,196.95311225438218
7,PREPARED FOODS,196.828913349234
39,DELI,196.28641792210385
41,HOME CARE,196.17242880893764
15,HOME CARE,195.45215623586856
28,POULTRY,195.4234196812031
16,DAIRY,192.08288454100148
36,PERSONAL CARE,191.97410311126345
24,EGGS,190.66880059530666
50,HOME AND KITCHEN I,190.38556869446217
54,PERSONAL CARE,189.53047757356887
43,POULTRY,189.17319575663308
5,DELI,188.62056470849362
13,PERSONAL CARE,188.1960401623566
21,EGGS,187.30111052291332
34,HOME CARE,187.1609765732555
39,POULTRY,186.98269307268853
5,MEATS,186.96506281125286
8,PREPARED FOODS,186.40288569844805
42,MEATS,186.38699975253144
26,MEATS,186.29981494163454
11,EGGS,185.87974636010165
37,MEATS,185.8556300650075
36,DELI,185.80682114043034
5,HOME CARE,185.22699019946864
7,DELI,183.3925303102763
14,HOME CARE,182.23225331059672
38,HOME CARE,181.19076602200028
27,EGGS,181.07653795623824
36,FROZEN FOODS,181.0613374725549
39,FROZEN FOODS,180.52137589174288
33,PERSONAL CARE,180.02904342859543
1,HOME CARE,179.4475059360798
24,LIQUOR WINE BEER,179.23615118565328
14,BREAD/BAKERY,178.00988556017407
33,POULTRY,177.97220156972082
46,PREPARED FOODS,177.41543716780657
11,FROZEN FOODS,177.4152146436246
18,POULTRY,177.25474361071474
7,LIQUOR WINE BEER,176.49559503532475
1,PERSONAL CARE,176.12988550183434
12,POULTRY,175.49812941780053
21,FROZEN FOODS,175.30919168725168
18,EGGS,175.27739996349098
6,EGGS,174.29916476211778
36,HOME CARE,173.32117321859909
26,BREAD/BAKERY,173.05856863596267
4,DELI,172.13843118563727
54,EGGS,171.69535429679237
43,HOME CARE,169.66953601279306
50,LIQUOR WINE BEER,169.43395920845236
4,HOME CARE,169.3454869646842
32,EGGS,168.49590974234528
27,HOME CARE,168.17266929453618
37,DELI,167.51044678432993
8,LIQUOR WINE BEER,167.28529485437656
34,FROZEN FOODS,166.56939866346647
34,MEATS,166.2812484500868
42,PERSONAL CARE,165.97861497707876
19,PERSONAL CARE,165.3905812545363
33,DELI,163.7169080257433
29,POULTRY,162.602130551588
18,DELI,162.49438455363818
29,HOME CARE,162.20224230629861
15,PERSONAL CARE,161.79459653180967
12,MEATS,161.73794557277748
12,BREAD/BAKERY,161.04746775967632
20,FROZEN FOODS,160.7896867416799
2,EGGS,159.45556003992013
12,PERSONAL CARE,158.00534472690882
41,POULTRY,157.9255325245369
49,HOME AND KITCHEN II,156.0552591906602
16,DELI,155.04077063131092
30,BREAD/BAKERY,152.6105815947222
42,HOME CARE,152.01141256172758
10,PERSONAL CARE,148.12056758954952
1,DELI,147.9874697494278
35,MEATS,147.6569577248668
35,DAIRY,147.25706308118973
29,FROZEN FOODS,146.67355136801424
10,MEATS,146.457196984021
32,DAIRY,145.845595694306
15,BREAD/BAKERY,145.26393332882546
43,EGGS,144.72398954289585
51,PREPARED FOODS,144.60406969748172
41,MEATS,144.4470780917626
33,HOME CARE,143.61065562166914
33,FROZEN FOODS,142.6589186807102
15,POULTRY,142.20107616979058
22,DELI,141.23941861740923
15,MEATS,140.36790989062507
12,HOME CARE,140.35742699689587
38,DELI,140.26912985911395
51,LIQUOR WINE BEER,139.39248073551175
13,DELI,139.3368211246882
43,MEATS,138.87285046221092
19,HOME CARE,138.3834140664107
10,POULTRY,137.19659026079574
10,HOME CARE,136.76549089381945
4,EGGS,136.64926780537252
34,EGGS,135.48400134363797
16,HOME CARE,135.1538409636882
42,DELI,135.0983820176247
25,MEATS,134.66613937404318
19,BREAD/BAKERY,134.62471316483445
30,EGGS,134.2843854915911
25,POULTRY,133.3362999486275
46,EGGS,133.25604097610272
40,EGGS,132.90318031876112
46,LIQUOR WINE BEER,132.68019271317362
1,EGGS,132.57410731399784
21,POULTRY,132.2997942711051
13,MEATS,131.35976483607612
37,LIQUOR WINE BEER,129.59628769785266
38,MEATS,128.88748856136777
40,POULTRY,127.51120154057968
2,PREPARED FOODS,126.33965106440496
33,LIQUOR WINE BEER,125.8598978806192
23,PERSONAL CARE,125.76918368254036
13,HOME CARE,125.54744093640873
44,HOME AND KITCHEN I,125.01708644486855
16,BREAD/BAKERY,121.75207205497993
23,DELI,121.46499329036625
22,HOME CARE,120.79383312571836
25,PERSONAL CARE,120.52011610667104
24,PREPARED FOODS,119.66084042193617
48,LIQUOR WINE BEER,117.99741707315572
18,PERSONAL CARE,117.10323017556438
33,EGGS,116.01963021437938
36,EGGS,115.50332561386894
18,HOME CARE,114.87370241846881
6,PREPARED FOODS,112.69611388760688
48,PREPARED FOODS,112.59695670385001
38,POULTRY,112.50865357531566
37,PREPARED FOODS,111.09967592431774
12,FROZEN FOODS,111.04958349129015
30,HOME CARE,110.96726869263007
31,POULTRY,110.76085108465259
23,HOME CARE,110.62570665831782
26,POULTRY,110.17606531038003
29,EGGS,109.00886484680355
40,MEATS,108.93632795305494
34,POULTRY,108.83596095008869
27,FROZEN FOODS,108.68115859671938
20,EGGS,107.98507859662796
30,DELI,107.4430632462937
37,EGGS,107.3323751736268
14,PREPARED FOODS,107.3036185023345
22,PERSONAL CARE,107.27826101773606
41,LIQUOR WINE BEER,107.21324771751297
16,PERSONAL CARE,105.87003484113401
50,EGGS,105.8661002915907
3,GROCERY II,104.02361457040627
22,BREAD/BAKERY,103.9651818375312
30,POULTRY,103.66327769968832
50,GROCERY II,103.1874864694388
18,MEATS,103.11326224696728
18,FROZEN FOODS,103.05641225154736
42,EGGS,102.76601745446467
29,MEATS,100.23184066318663
1,PREPARED FOODS,99.61316032594458
41,EGGS,98.92260485540886
19,MEATS,98.13362170066245
25,DELI,97.9223982173503
22,POULTRY,97.43519029528541
1,LIQUOR WINE BEER,97.21890850533651
9,PREPARED FOODS,96.9568595081222
50,PREPARED FOODS,96.26208252600516
30,PERSONAL CARE,96.0322252535837
48,EGGS,95.84119404156802
49,HOME AND KITCHEN I,95.73420380712963
53,LIQUOR WINE BEER,95.5889918769077
16,EGGS,95.33352887046857
10,BREAD/BAKERY,94.60409703305268
44,GROCERY II,92.97191563073248
10,FROZEN FOODS,92.57266552774252
36,POULTRY,92.25421586821993
13,POULTRY,91.01408368269816
27,PREPARED FOODS,90.50216662365926
51,HOME AND KITCHEN II,89.69610184542302
11,LIQUOR WINE BEER,89.43097592795439
32,PERSONAL CARE,89.40013116378609
17,PREPARED FOODS,88.06602795765562
35,EGGS,86.64016793830108
32,DELI,85.62949701455854
21,MEATS,85.47916576061606
3,SEAFOOD,84.69021119482579
22,MEATS,84.58302162081802
44,SEAFOOD,83.93130917726168
49,SEAFOOD,83.87765265335219
38,PREPARED FOODS,83.15681611253677
32,FROZEN FOODS,82.69477010374021
25,LIQUOR WINE BEER,82.10198975650525
45,GROCERY II,80.51817146337348
21,PREPARED FOODS,80.3774871503978
42,LIQUOR WINE BEER,79.75570822221951
25,HOME CARE,79.3472219867938
32,BREAD/BAKERY,78.96074497735201
53,EGGS,78.44815883236484
4,PREPARED FOODS,78.36614470122191
38,LIQUOR WINE BEER,78.30260235902915
43,PREPARED FOODS,78.04446628032659
35,HOME CARE,77.56623391336336
47,SEAFOOD,75.55872737556966
45,HOME AND KITCHEN I,75.4847556126584
5,EGGS,74.45731699674596
28,LIQUOR WINE BEER,74.0013284329735
53,PREPARED FOODS,73.9260814762146
15,EGGS,73.59318065613942
19,POULTRY,72.6567810032056
19,HOME AND KITCHEN II,72.45657770288868
39,PREPARED FOODS,72.4357134870498
35,BREAD/BAKERY,72.34442565491825
6,LIQUOR WINE BEER,71.89201355904036
4,LIQUOR WINE BEER,71.83480913426139
47,HOME AND KITCHEN I,71.54057445231062
27,LIQUOR WINE BEER,70.5406885711949
3,CELEBRATION,70.40996430310743
26,HOME CARE,70.26159210061651
38,EGGS,70.2074375744609
28,PREPARED FOODS,70.1278249789081
16,POULTRY,70.12369831721597
47,CELEBRATION,70.05019013652301
45,SEAFOOD,69.17754357929361
54,PREPARED FOODS,68.68128478998965
6,HOME AND KITCHEN II,67.44152528703883
54,MEATS,67.12932730165781
32,HOME CARE,66.83989909708144
29,PREPARED FOODS,66.52615679483213
40,LIQUOR WINE BEER,66.22222779077465
11,PREPARED FOODS,66.14842655579992
42,PREPARED FOODS,65.92946421973664
5,LIQUOR WINE BEER,65.72287724666192
26,DELI,65.22509309310493
9,LIQUOR WINE BEER,64.68175685226998
47,HOME AND KITCHEN II,64.6621457800026
2,LIQUOR WINE BEER,64.16142794491657
25,EGGS,63.88974644475378
41,PREPARED FOODS,63.77437388198754
35,DELI,63.09287535453073
47,GROCERY II,62.808544519017104
20,PREPARED FOODS,62.247050166814425
8,GROCERY II,61.82854182681556
19,EGGS,61.61718784226463
49,GROCERY II,61.565043554741486
44,HOME AND KITCHEN II,61.47725571884508
40,PREPARED FOODS,61.00604490678158
5,PREPARED FOODS,60.38166469009884
30,MEATS,60.331777342880855
48,HOME AND KITCHEN II,59.864471014791356
31,PREPARED FOODS,59.65187966645056
16,FROZEN FOODS,58.76984433794454
14,POULTRY,58.76149319894163
12,EGGS,58.19427231852026
34,LIQUOR WINE BEER,57.60108365549365
32,MEATS,57.32400687600719
35,PERSONAL CARE,56.607590000604446
30,FROZEN FOODS,56.14294631026519
7,GROCERY II,56.14096966709188
53,CELEBRATION,56.10983435041486
15,PREPARED FOODS,55.991210816326415
3,HOME AND KITCHEN I,55.631631991867174
43,FROZEN FOODS,55.12776638990311
39,LIQUOR WINE BEER,54.8519512587561
16,MEATS,54.07411867218234
21,HOME AND KITCHEN I,54.01567742792941
50,CELEBRATION,53.65893083372892
54,FROZEN FOODS,52.53366546225698
18,PREPARED FOODS,51.96066467151485
7,SEAFOOD,51.826917424911066
3,HOME AND KITCHEN II,51.70075869975354
36,LIQUOR WINE BEER,51.39760955509779
29,LIQUOR WINE BEER,51.139452517952854
13,EGGS,50.975455333045986
37,HOME AND KITCHEN I,50.91585199604926
34,HOME AND KITCHEN I,49.89690873036562
